,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
346,2.01,4,3,3,62.7,59.0,8.08,8.03,5.05,15815.468286701871
347,0.51,3,1,3,63.3,56.0,5.12,5.02,3.21,859.2441375974535
348,0.53,3,6,4,63.5,59.0,5.17,5.13,3.27,1738.3892555169095
349,1.01,3,4,4,63.0,56.0,6.35,6.41,4.02,5243.360192231607
350,0.31,4,6,7,62.0,59.0,4.34,4.3,2.68,852.8278032971007
351,0.36,5,4,7,60.0,56.0,4.66,4.69,2.81,1036.1324555357219
352,0.31,4,3,5,61.4,61.0,4.36,4.33,2.67,599.0911350844442
353,0.77,4,4,6,60.8,59.0,5.96,5.92,3.61,3933.734534592833
354,1.5,4,3,3,61.0,60.0,7.33,7.27,4.45,9136.025259726432
355,0.45,3,6,2,63.2,54.0,4.94,4.82,3.09,918.6240095345215
356,0.57,5,5,2,62.2,53.0,5.34,5.4,3.34,1432.4387676929027
357,1.01,2,2,2,61.8,62.0,6.28,6.35,3.9,2986.5673892430555
358,0.71,1,4,2,65.6,61.0,5.46,5.37,3.55,1737.318184042471
359,0.72,5,3,2,61.8,55.0,5.79,5.76,3.57,1930.0318232585537
360,0.55,5,3,8,61.9,56.0,5.26,5.34,3.26,2258.7635140547222
361,1.01,2,5,3,63.5,59.0,6.3,6.39,4.03,4668.430211834985
362,0.32,4,3,5,61.6,59.0,4.37,4.39,2.7,636.3378619083303
363,0.94,4,6,2,62.4,58.0,6.33,6.26,3.93,3774.5344295050004
364,1.13,5,5,5,60.9,57.0,6.73,6.76,4.11,8065.65728519557
365,0.6,2,6,5,58.1,63.0,5.53,5.63,3.24,2369.9859522097713
366,1.01,5,7,3,61.2,57.0,6.44,6.47,3.95,5605.9544071681485
367,0.52,3,2,6,61.9,56.0,5.16,5.18,3.2,1508.9422629134485
368,0.3,5,3,8,62.2,54.0,4.34,4.37,2.71,721.8308252054651
369,0.42,4,4,3,61.7,58.0,4.8,4.76,2.95,900.1728120800135
370,0.33,5,4,8,61.7,55.0,4.45,4.47,2.75,935.5976784050445
371,0.33,4,3,8,61.7,59.0,4.45,4.43,2.74,844.6896412963434
372,0.52,4,4,6,61.2,59.0,5.14,5.16,3.15,1877.272467975619
373,1.07,5,4,8,61.5,57.0,6.59,6.54,4.04,8564.51275596793
374,0.43,4,4,7,60.9,58.0,4.88,4.91,2.98,1414.6403617414073
375,0.51,5,6,5,60.9,56.0,5.16,5.22,3.16,1897.6826159265213
376,0.3,4,3,6,61.0,61.0,4.32,4.3,2.63,615.0982928102974
377,0.31,5,6,5,61.8,56.0,4.33,4.34,2.68,742.1872732907372
378,0.4,5,2,5,61.2,56.0,4.76,4.82,2.93,885.7419526310264
379,0.7,4,7,3,58.8,59.0,5.86,5.84,3.44,2761.614716065216
380,1.2,5,1,2,62.5,57.0,6.8,6.74,4.23,3718.1995555643084
381,0.33,4,3,5,61.5,58.0,4.39,4.46,2.72,674.7002150358044
382,0.74,2,3,4,57.5,57.0,5.94,6.01,3.44,2618.1720946937094
383,0.42,5,5,7,62.0,55.0,4.8,4.84,2.99,1469.1995546326439
384,0.41,5,4,5,61.6,57.0,4.77,4.74,2.93,1122.882886919792
385,0.39,5,5,5,62.3,57.0,4.65,4.69,2.91,1085.869498704915
386,1.5,3,3,3,62.9,57.0,7.24,7.28,4.57,8879.30325921399
387,0.33,5,6,4,61.5,55.0,4.47,4.5,2.76,750.8595042050191
388,1.0,5,4,2,62.8,57.0,6.37,6.31,3.98,3869.645594374785
389,1.23,4,4,4,61.6,58.0,6.91,6.85,4.24,7815.496375795624
390,0.71,5,4,6,61.5,57.0,5.73,5.75,3.53,3446.6049422397864
391,0.5,4,4,3,62.2,60.0,5.07,5.03,3.14,1247.8668421316715
392,0.36,5,6,6,61.9,55.0,4.57,4.61,2.84,1073.745196225049
393,0.34,5,5,7,61.7,55.0,4.51,4.5,2.78,987.4200406547366
394,0.72,5,6,2,62.3,54.0,5.75,5.78,3.59,2337.4285592873607
395,1.24,5,3,2,59.5,61.0,6.98,7.03,4.17,5377.042300708895
396,0.43,4,5,7,60.3,58.0,4.88,4.91,2.95,1506.2312313590585
397,0.9,4,2,4,61.8,59.0,6.15,6.21,3.82,3580.0110235121133
398,1.11,4,7,1,61.9,58.0,6.63,6.66,4.11,3865.999625517341
399,0.52,3,6,4,62.3,57.0,5.1,5.17,3.2,1681.805678930274
400,1.05,3,6,3,62.2,56.0,6.49,6.56,4.06,5504.511771422514
401,0.4,5,7,6,61.3,56.0,4.78,4.75,2.92,1367.0939444390053
402,0.31,5,5,4,62.3,57.0,4.34,4.3,2.69,633.2383558325793
403,0.43,5,5,8,62.0,56.0,4.87,4.84,3.01,1636.5853828867164
404,0.54,5,6,5,62.0,56.0,5.26,5.23,3.25,2109.571581908181
405,0.65,4,7,6,59.9,58.0,5.69,5.63,3.39,3344.776650713311
406,0.71,2,2,6,63.6,57.0,5.69,5.66,3.61,2603.576504027704
407,0.31,2,5,4,63.9,56.0,4.29,4.32,2.75,580.2438700737079
408,0.51,3,6,4,61.3,60.0,5.11,5.16,3.15,1621.873083965732
409,0.6,5,3,2,61.7,54.0,5.44,5.48,3.37,1370.110777886787
410,0.52,5,4,3,62.6,56.0,5.16,5.13,3.22,1373.2957654857419
411,1.54,5,1,4,61.9,57.0,7.39,7.5,4.6,8301.085119844083
412,0.3,5,6,6,61.7,55.0,4.31,4.28,2.65,762.0021431927338
413,0.7,3,6,4,61.2,59.0,5.69,5.72,3.49,2945.8796246056204
414,0.9,5,6,4,62.1,57.0,6.15,6.18,3.83,4956.092697137205
415,1.01,3,7,3,62.9,59.0,6.39,6.43,4.03,5326.272757128043
416,1.56,5,5,3,61.2,57.0,7.52,7.48,4.59,11579.471767097242
417,0.31,5,5,3,62.3,56.0,4.32,4.35,2.7,551.8638835856426
418,0.39,5,4,3,61.4,55.0,4.7,4.74,2.9,800.8646046654311
419,1.03,4,7,2,62.5,54.0,6.5,6.42,4.04,4686.937807858413
420,0.7,5,6,4,61.4,57.0,5.76,5.8,3.55,3091.1951469986993
421,1.05,4,2,1,61.8,56.0,6.53,6.48,4.02,2464.378168703936
422,0.53,5,5,4,61.3,55.0,5.22,5.25,3.21,1742.5933056619015
423,1.0,4,5,4,60.7,58.0,6.45,6.36,3.89,5638.113778376435
424,0.53,4,3,3,59.4,60.0,5.26,5.24,3.12,1291.8474530412973
425,1.0,2,3,2,63.9,55.0,6.41,6.34,4.07,3278.5424920410605
426,2.02,5,3,2,62.7,57.0,8.05,8.0,5.03,13430.183899892705
427,1.08,3,4,2,63.2,57.0,6.54,6.5,4.12,4262.504175569096
428,0.77,5,5,3,61.5,56.0,5.89,5.95,3.64,3064.3746585502804
429,0.33,4,3,4,60.4,60.0,4.52,4.48,2.72,606.7598456600846
430,0.41,5,5,4,60.0,56.0,4.82,4.88,2.91,1076.450862441719
431,0.3,5,5,4,62.1,55.0,4.26,4.31,2.66,596.0643164256552
432,1.01,2,6,2,61.4,64.0,6.29,6.42,3.9,4047.103566641879
433,0.74,4,6,4,62.7,58.0,5.77,5.72,3.6,3353.091795250449
434,0.55,3,6,3,64.2,55.0,5.18,5.2,3.33,1624.8695152643331
435,0.51,5,6,5,62.0,57.0,5.11,5.15,3.18,1893.4667982055992
436,1.0,3,4,6,62.3,58.0,6.39,6.45,4.0,6252.1711794088205
437,0.55,3,6,6,60.8,55.0,5.26,5.33,3.22,2278.016148741206
438,2.0,5,3,4,62.4,55.0,8.03,7.94,4.99,18405.879062504493
439,0.32,5,6,4,60.2,57.0,4.51,4.46,2.7,709.4351522093253
440,0.31,4,7,3,62.1,58.0,4.33,4.3,2.68,592.9149455917681
441,0.34,4,5,4,60.7,60.0,4.5,4.46,2.72,738.9490272733633
442,0.32,5,4,5,61.9,55.0,4.43,4.39,2.73,704.4844530113855
443,0.7,3,2,2,58.8,60.0,5.8,5.83,3.42,1564.1833955831275
444,0.31,4,6,5,61.9,58.0,4.31,4.32,2.67,726.1460278478902
445,0.73,4,5,2,59.5,62.0,5.89,5.84,3.49,2236.143259856402
446,1.3,4,5,5,62.5,58.0,6.97,6.94,4.35,10254.237225934727
447,0.32,5,4,8,62.9,55.0,4.41,4.37,2.76,881.2544010603698
448,2.01,5,3,4,63.0,55.0,8.03,7.97,5.04,18561.990075713456
449,0.5,5,3,3,61.9,56.0,5.08,5.13,3.16,1179.22651608456
450,0.52,3,4,3,63.3,57.0,5.11,5.08,3.22,1307.446770946054
451,0.73,5,4,3,62.1,54.0,5.81,5.76,3.59,2605.5001735658598
452,1.0,4,3,4,59.7,59.0,6.57,6.52,3.91,4900.66691211628
453,0.53,5,4,5,61.5,57.0,5.26,5.21,3.22,1821.05558038929
454,0.34,5,6,3,62.9,56.0,4.48,4.45,2.81,690.0312930566208
455,0.54,5,3,3,61.0,56.0,5.24,5.28,3.21,1365.0736130539683
456,0.73,4,7,4,60.9,59.0,5.82,5.77,3.53,3419.0540213996237
457,0.5,5,1,4,62.5,53.0,5.09,5.12,3.19,999.2744034497639
458,0.33,3,4,3,63.2,57.0,4.44,4.39,2.79,555.4633058978679
459,2.09,2,2,3,57.9,63.0,8.37,8.46,4.87,14351.598984197255
460,0.55,5,6,5,61.9,55.0,5.3,5.24,3.25,2185.090331757948
461,1.01,5,6,4,61.3,57.0,6.49,6.46,3.97,6165.733326705911
462,1.26,5,4,7,62.1,57.0,7.01,6.91,4.32,10917.482995129545
463,0.5,3,6,3,63.3,59.0,5.03,4.99,3.17,1357.383086662468
464,0.4,4,5,4,62.1,58.0,4.71,4.76,2.94,1002.0925467822223
465,0.61,5,6,4,61.4,56.0,5.47,5.51,3.37,2386.6686322506143
466,0.41,5,5,6,61.7,57.0,4.8,4.73,2.94,1303.3752979413644
467,0.5,5,4,4,61.6,55.0,5.11,5.14,3.16,1467.3013981994534
468,1.11,4,6,4,62.2,58.0,6.61,6.64,4.12,7200.064560710161
469,1.22,5,5,4,62.6,56.0,6.8,6.78,4.25,8352.802719012898
470,0.33,5,5,5,61.2,56.0,4.46,4.49,2.74,794.5846118742768
471,1.51,2,3,3,62.2,61.0,7.25,7.32,4.53,8652.256995519505
472,0.71,4,5,3,60.4,58.0,5.8,5.83,3.51,2578.454123922676
473,0.23,5,5,6,60.3,57.0,3.99,4.03,2.42,439.9071819469539
474,0.6,4,6,2,62.0,59.0,5.41,5.37,3.34,1621.2213919564524
475,0.55,2,2,6,61.0,61.0,5.32,5.36,3.26,1613.6300179478587
476,0.91,5,5,3,60.2,57.0,6.29,6.34,3.8,4203.966976081263
477,1.2,3,6,3,61.8,56.0,6.75,6.82,4.19,7082.452569761665
478,0.54,5,3,2,61.2,56.0,5.27,5.24,3.21,1123.4251214836193
479,1.09,2,5,3,61.0,64.0,6.58,6.63,4.03,5398.991609889732
480,0.49,4,3,2,59.9,59.0,5.17,5.12,3.08,917.0700690269733
481,0.35,5,4,7,61.7,55.0,4.54,4.57,2.81,980.356210405985
482,1.28,4,4,6,62.1,58.0,6.96,6.91,4.31,10225.001897402024
483,0.39,5,2,8,62.3,54.0,4.69,4.71,2.93,1057.2205156608086
484,1.02,2,3,2,63.7,58.0,6.28,6.24,3.99,3399.482029946954
485,1.01,2,6,2,63.7,58.0,6.32,6.36,4.04,4042.6893517798744
486,1.0,2,6,3,63.2,57.0,6.36,6.39,4.03,4825.455874582212
487,1.19,4,3,5,62.4,59.0,6.79,6.73,4.22,7535.077089811127
488,1.54,4,3,4,62.1,62.0,7.38,7.31,4.56,10991.999873156969
489,0.57,5,4,6,61.7,56.0,5.3,5.33,3.28,2279.611908640093
490,0.91,5,4,3,62.1,57.0,6.2,6.23,3.86,3940.0872502643383
491,2.31,4,2,2,58.8,58.0,8.7,8.64,5.1,15225.526794114536
492,0.6,3,4,3,63.5,59.9,5.28,5.3,3.36,1709.015113242504
493,0.32,3,3,7,61.2,57.0,4.39,4.42,2.69,729.1446807453468
494,1.0,4,6,4,62.9,58.0,6.36,6.29,3.98,5909.104168651948
495,0.42,5,6,4,62.1,56.0,4.8,4.77,2.97,1180.695797011251
496,0.23,5,4,8,62.8,55.0,3.93,3.96,2.48,473.29493277800066
497,0.23,2,7,6,61.8,65.0,3.9,3.93,2.42,440.7690811553481
498,0.5,5,4,3,61.7,57.0,5.06,5.08,3.13,1276.7799575577922
499,1.02,2,3,2,58.6,64.0,6.32,6.26,3.68,3418.9131572689507
500,0.7,4,7,5,61.2,60.0,5.69,5.71,3.49,3513.0231806533475
501,1.23,3,4,2,60.8,59.0,6.88,6.97,4.21,5461.130256298947
502,0.3,3,4,3,61.6,59.0,4.26,4.28,2.63,464.9793385704412
503,1.53,3,3,3,63.4,55.0,7.3,7.34,4.64,9217.902675131061
504,0.33,5,4,4,62.3,55.0,4.42,4.47,2.77,670.2997368960272
505,0.57,5,7,5,61.1,57.0,5.33,5.37,3.27,2439.8432718306885
506,0.42,5,7,3,62.3,57.0,4.8,4.77,2.98,1072.4984125984706
507,0.41,5,4,3,62.2,56.0,4.77,4.75,2.96,878.4064708177323
508,2.01,3,2,4,63.8,59.0,7.89,7.85,5.02,15772.353791576033
509,0.31,5,4,6,61.8,54.0,4.36,4.38,2.7,724.7179525627059
510,1.0,1,2,3,67.9,62.0,6.19,6.03,4.15,3306.9731495349306
511,0.31,5,6,3,61.1,55.0,4.36,4.41,2.68,581.8113941129129
512,0.76,2,1,5,62.6,61.9,5.7,5.75,3.58,2237.0501134381525
513,0.41,2,6,2,63.5,55.0,4.69,4.73,2.99,741.6631388007803
514,1.12,4,4,3,59.8,58.0,6.79,6.76,4.05,5723.850688730983
515,1.08,3,5,2,63.3,59.0,6.48,6.44,4.09,4529.306441768091
516,0.71,5,2,6,60.7,57.0,5.76,5.8,3.51,2848.6502012586384
517,0.7,5,6,3,61.9,55.0,5.74,5.77,3.56,2693.055465509559
518,0.9,4,1,6,62.5,61.0,6.15,6.08,3.82,3582.495765864287
519,0.33,2,5,4,63.2,56.0,4.39,4.41,2.78,653.4398065748231
520,2.45,5,5,2,62.0,55.0,8.67,8.64,5.36,22293.114106286037
521,0.65,5,4,5,60.6,60.0,5.58,5.61,3.39,2674.661521826597
522,1.0,3,7,2,63.7,55.0,6.32,6.37,4.04,4305.8619335841395
523,1.02,3,6,3,63.1,61.0,6.42,6.35,4.03,5193.27854355021
524,1.01,5,5,2,60.8,55.0,6.52,6.48,3.95,4211.303768181278
525,0.8,2,4,3,63.9,57.0,5.84,5.81,3.72,2830.523371988047
526,0.42,5,6,4,62.0,55.0,4.82,4.8,2.98,1181.4327275420612
527,0.44,4,5,2,62.8,60.0,4.86,4.82,3.04,858.177457454287
528,0.76,5,6,5,60.5,56.0,5.94,5.99,3.61,4024.313594703033
529,0.3,3,7,5,63.5,55.0,4.24,4.29,2.71,692.7923278205861
530,0.75,4,6,4,59.9,61.0,5.97,5.91,3.56,3449.969868932097
531,0.31,5,5,4,61.6,56.0,4.39,4.35,2.69,634.2347401655817
532,1.47,4,2,2,61.6,59.0,7.29,7.32,4.5,6468.434148596304
533,1.12,4,2,5,59.6,58.0,6.82,6.77,4.05,6038.648344201336
534,0.3,5,4,5,62.3,56.0,4.32,4.29,2.68,623.1898666227074
535,0.23,3,3,8,63.9,55.0,3.89,3.9,2.49,416.0485295521162
536,0.71,3,3,3,63.1,56.0,5.62,5.69,3.57,2171.90135949145
537,1.01,4,4,2,61.1,58.0,6.39,6.37,3.9,3870.4581168226896
538,0.26,2,6,8,59.6,61.0,4.13,4.16,2.47,613.9510145304057
539,1.23,4,4,6,59.6,59.0,6.98,6.95,4.15,9520.327673390098
540,0.75,3,6,3,63.4,57.0,5.77,5.75,3.65,2914.5315888351774
541,1.11,5,4,4,62.2,55.0,6.67,6.61,4.13,6579.956454234546
542,0.55,3,1,4,62.9,54.0,5.23,5.29,3.31,1138.8635675581525
543,0.91,4,4,5,62.2,58.0,6.22,6.12,3.85,4927.612527465797
544,1.02,3,3,2,63.5,58.0,6.34,6.38,4.04,3531.4273797910037
545,2.2,3,3,2,63.3,57.0,8.28,8.17,5.21,15024.746075224013
546,0.33,5,6,3,59.6,57.0,4.49,4.53,2.69,655.4967815720279
547,0.3,4,7,3,62.5,59.0,4.26,4.22,2.65,556.818204460613
548,1.0,1,3,2,69.5,55.0,6.17,6.1,4.26,3048.162377060793
549,1.0,1,4,2,68.3,54.0,6.21,6.12,4.2,3308.025551295293
550,0.64,5,7,7,61.8,54.0,5.54,5.56,3.43,3566.9144954437515
551,1.05,3,6,2,62.2,59.0,6.44,6.51,4.03,4525.458007155686
552,1.53,4,3,4,62.7,56.0,7.39,7.31,4.61,10876.213826685445
553,0.42,5,6,4,60.9,57.0,4.85,4.87,2.96,1182.4326120916403
554,0.59,3,4,3,59.3,58.0,5.45,5.51,3.25,1668.3921192464936
555,0.42,3,2,3,61.2,60.0,4.78,4.82,2.94,723.3412761926429
556,1.01,2,2,2,62.6,59.0,6.24,6.35,3.94,2986.596089013307
557,0.34,5,6,5,62.1,56.0,4.48,4.5,2.79,882.7531028936457
558,0.3,4,6,4,60.7,59.0,4.3,4.33,2.62,614.2874567640957
559,0.31,5,3,7,62.2,56.0,4.34,4.37,2.71,719.4840535477493
560,0.74,5,4,4,61.3,55.0,5.82,5.89,3.59,3071.1451519115517
561,1.0,4,5,2,60.2,62.0,6.53,6.45,3.91,4039.579630728007
562,0.91,3,3,3,62.7,56.0,6.14,6.18,3.86,3467.756058098027
563,0.4,5,3,8,61.9,55.0,4.76,4.77,2.95,1240.7204758634848
564,0.6,3,7,4,63.1,54.0,5.41,5.33,3.39,2298.1373209654544
565,0.82,5,6,2,62.6,55.0,5.94,5.98,3.73,2983.1208474097352
566,1.0,4,6,5,61.4,58.0,6.44,6.42,3.95,6592.416678657177
567,0.3,3,4,7,63.4,56.0,4.31,4.27,2.72,697.1128306671036
568,0.72,4,6,3,59.5,59.0,5.87,5.83,3.48,2787.1640050903006
569,0.72,4,1,3,62.0,58.0,5.74,5.77,3.57,1691.3214366776965
570,1.0,5,2,3,59.8,57.0,6.44,6.5,3.87,3898.772114963945
571,1.57,3,3,5,62.8,60.0,7.36,7.44,4.65,12347.8010695192
572,0.32,5,7,4,61.9,55.0,4.44,4.41,2.74,739.0046383714705
573,0.71,5,5,2,61.4,55.0,5.76,5.78,3.54,2166.735057027814
574,0.31,3,3,5,61.4,61.0,4.33,4.36,2.67,583.2503374397052
575,0.7,5,3,2,62.1,55.0,5.69,5.72,3.54,1829.4543618783703
576,1.29,3,1,2,63.5,57.0,6.89,6.87,4.37,4056.238782776312
577,0.32,5,5,4,62.3,56.0,4.4,4.37,2.73,672.5527212634063
578,0.32,4,4,5,62.8,59.0,4.37,4.33,2.73,687.7630713837974
579,1.21,3,4,2,62.8,60.0,6.7,6.77,4.23,5275.957361113548
580,1.01,4,5,4,60.4,59.0,6.52,6.46,3.92,5745.014324629747
581,0.3,4,6,4,59.2,59.0,4.37,4.41,2.6,615.8069223130278
582,0.83,5,3,2,62.3,54.0,6.04,6.07,3.77,2521.6232351414637
583,0.34,5,4,4,62.1,55.0,4.46,4.49,2.78,709.2798206236273
584,0.89,3,2,4,63.1,55.0,6.09,6.17,3.87,3411.9607522842743
585,0.31,5,5,6,61.7,55.0,4.33,4.36,2.68,770.6442385107839
586,1.53,4,1,5,60.1,59.0,7.51,7.47,4.5,8956.696035637035
587,0.7,4,5,4,59.4,61.0,5.83,5.79,3.45,2883.0027283350514
588,0.81,5,2,4,62.4,54.8,5.98,6.01,3.75,3000.3471767335527
589,0.9,4,1,3,62.8,59.0,6.13,6.03,3.82,2570.0923477056044
590,1.24,3,1,2,63.3,60.0,6.83,6.75,4.29,3761.489410259947
591,0.72,4,3,3,62.7,59.0,5.73,5.69,3.58,2288.771832430914
592,0.35,4,3,2,62.0,58.0,4.47,4.5,2.78,485.27080170302554
593,1.07,5,1,4,61.6,56.0,6.59,6.55,4.04,4185.993420291012
594,1.19,3,3,3,60.8,59.0,6.84,6.87,4.17,5756.281065270029
595,1.0,3,7,2,63.5,59.0,6.35,6.32,4.02,4299.405242849138
596,0.43,4,5,3,61.3,60.0,4.86,4.83,2.97,1000.6606652019644
597,0.57,5,3,5,61.0,57.0,5.37,5.34,3.26,1930.1452347894874
598,0.8,5,2,5,61.9,54.1,5.92,5.98,3.69,3265.8085394603922
599,0.36,4,5,3,60.2,58.0,4.6,4.63,2.78,718.0483695475942
600,0.9,4,5,2,60.5,57.0,6.23,6.2,3.76,3318.2728153341095
601,1.0,2,5,2,63.4,60.0,6.28,6.33,4.0,3770.8755904174864
602,1.5,4,3,2,62.1,59.0,7.28,7.24,4.51,7511.171477112977
603,1.03,2,6,5,63.3,59.0,6.4,6.45,4.07,6511.42339887909
604,0.55,4,4,4,59.6,59.0,5.36,5.32,3.18,1722.0900120816023
605,0.96,5,5,1,60.7,55.0,6.41,6.37,3.88,2745.1472227964077
606,0.4,5,6,6,61.6,56.0,4.73,4.78,2.93,1309.3648053382349
607,1.07,5,4,3,60.2,57.0,6.7,6.59,4.0,5361.423172237209
608,0.39,3,6,4,60.0,56.0,4.76,4.81,2.87,982.5401074564463
609,0.32,3,4,2,62.4,59.0,4.35,4.4,2.73,431.69970322175465
610,0.33,4,3,5,62.1,59.0,4.43,4.46,2.76,673.7565857850976
611,0.8,5,5,3,62.4,57.0,5.9,5.87,3.67,3286.805361164719
612,1.18,3,3,3,60.1,59.0,6.83,6.88,4.11,5672.024351798021
613,1.1,5,4,5,62.0,58.0,6.59,6.64,4.1,7192.073627428126
614,2.11,5,1,5,61.8,56.2,8.2,8.23,5.07,16724.3004365975
615,1.07,3,4,2,62.9,59.0,6.51,6.58,4.12,4186.739341179421
616,0.31,5,5,8,61.2,57.0,4.35,4.38,2.67,884.5781192473241
617,0.32,5,7,2,59.5,57.0,4.47,4.5,2.67,531.541832041068
618,0.9,4,5,2,62.3,57.0,6.18,6.15,3.84,3308.681529582014
619,1.22,4,4,3,61.2,60.0,6.82,6.75,4.15,6702.663573537712
620,1.02,4,3,3,59.2,58.0,6.6,6.57,3.9,4436.764194968932
621,1.0,4,2,4,61.6,59.0,6.47,6.39,3.96,4366.9311295710895
622,1.35,2,2,2,57.9,60.0,7.33,7.29,4.23,5195.09006983272
623,0.33,4,6,3,59.6,60.0,4.51,4.48,2.68,641.163556736243
624,1.1,4,3,3,63.0,58.0,6.6,6.55,4.14,5083.2448529780795
625,0.23,3,5,6,59.6,57.0,3.98,4.0,2.38,419.9492216115452
626,1.2,5,6,2,62.5,55.0,6.77,6.84,4.25,6110.77033789956
627,1.01,5,5,5,62.5,54.0,6.46,6.43,4.03,6521.280596146755
628,1.2,3,3,2,62.1,59.0,6.75,6.8,4.21,4804.032630547756
629,0.31,4,5,4,59.0,59.0,4.44,4.47,2.63,622.9990945975825
630,0.36,5,6,5,61.4,56.0,4.59,4.63,2.83,984.1552237170246
631,1.21,3,1,5,59.3,57.0,6.98,7.04,4.16,5618.241969112747
632,0.31,2,7,2,63.6,54.0,4.34,4.31,2.75,457.3592157427821
633,2.02,5,3,3,62.0,56.0,8.06,8.13,5.02,16339.292591282383
634,0.31,5,3,2,61.3,55.0,4.35,4.38,2.67,395.236182471548
635,0.71,5,2,3,62.0,54.0,5.72,5.75,3.55,2041.4141754851487
636,2.08,3,3,2,63.4,59.0,8.06,8.0,5.09,13504.822605979247
637,0.36,5,5,3,60.1,56.0,4.67,4.62,2.79,733.9140412672757
638,0.27,5,2,5,61.9,55.0,4.16,4.18,2.58,422.310276275256
639,1.5,3,5,6,63.8,59.0,7.17,7.25,4.6,14229.442146840014
640,0.31,5,2,4,61.6,57.0,4.36,4.4,2.7,491.94533977207345
641,1.22,4,1,2,62.2,60.0,6.89,6.77,4.25,3753.645338743676
642,2.01,5,1,3,62.1,56.0,8.08,8.03,5.0,11941.443147402719
643,0.9,5,5,4,60.5,54.0,6.22,6.17,3.75,4730.968208204703
644,1.21,4,6,2,61.9,60.0,6.78,6.73,4.18,6071.466169808578
645,0.9,3,7,2,60.3,63.0,6.22,6.12,3.72,3537.8353654242305
646,1.55,5,4,2,60.7,55.0,7.54,7.51,4.57,8869.30359243453
647,0.73,4,1,3,58.2,59.0,5.99,5.91,3.46,1745.9243800499644
648,0.31,5,4,8,61.8,54.0,4.36,4.38,2.7,831.9602231498098
649,0.2,4,6,4,61.1,59.0,3.81,3.78,2.32,286.11614931392677
650,0.71,5,3,3,62.7,55.0,5.66,5.7,3.56,2280.234962375196
651,0.32,4,1,3,62.2,59.0,4.41,4.37,2.73,367.1142579096247
652,0.9,4,4,4,61.5,60.0,6.16,6.13,3.78,4337.290697474326
653,0.5,2,1,4,63.2,60.0,5.01,5.06,3.18,913.5865267866603
654,1.01,3,4,3,62.0,63.0,6.34,6.25,3.9,4560.816527597915
655,1.0,4,6,3,60.7,59.0,6.41,6.38,3.88,5163.250184606691
656,0.37,5,5,4,60.6,56.0,4.63,4.64,2.81,886.3955122882661
657,0.52,2,6,4,58.3,61.0,5.26,5.31,3.08,1627.2663948350155
658,1.51,2,2,3,63.9,63.0,7.2,7.17,4.59,7706.839402692309
659,2.09,4,3,2,61.0,60.0,8.28,8.19,5.02,14044.781317078192
660,0.7,2,5,3,63.8,60.0,5.63,5.6,3.58,2338.7943964058322
661,0.71,4,7,7,59.2,59.0,5.88,5.84,3.47,4255.894485043328
662,0.35,5,5,4,61.4,54.0,4.58,4.54,2.8,798.0559642358842
663,0.35,4,6,4,60.9,59.0,4.54,4.56,2.77,820.8790309490452
664,0.51,3,4,3,62.7,59.0,5.07,5.13,3.2,1260.572704408315
665,0.74,5,5,5,61.9,54.0,5.78,5.82,3.59,3634.1043679702325
666,1.04,4,1,2,62.0,59.0,6.49,6.47,4.02,2781.317254489069
667,0.34,4,3,5,61.4,59.0,4.53,4.5,2.77,713.5095409199253
668,0.34,5,4,8,61.3,56.0,4.52,4.55,2.78,989.8669576112042
669,0.5,3,7,3,61.0,61.0,5.08,5.11,3.11,1420.5100290332152
670,1.1,5,5,4,61.4,56.0,6.68,6.64,4.09,6886.479343444354
671,0.73,5,7,4,61.4,56.0,5.81,5.78,3.56,3492.746699480115
672,0.5,5,6,2,62.8,55.0,5.08,5.05,3.18,1174.9581356087476
673,0.77,5,7,3,62.3,56.0,5.84,5.87,3.65,3359.1581204743034
674,0.41,4,7,5,60.6,59.0,4.84,4.8,2.92,1284.9512387997145
675,1.01,4,6,4,62.5,58.0,6.44,6.4,4.01,6024.646261314513
676,0.72,5,5,2,62.4,55.0,5.72,5.76,3.58,2221.0052968994355
677,1.51,4,5,2,59.9,58.0,7.53,7.46,4.49,8795.862939154984
678,0.53,3,5,5,60.6,57.0,5.21,5.25,3.17,1849.7432140039493
679,1.07,3,3,3,60.4,58.0,6.67,6.73,4.05,4717.367494823707
680,0.72,5,7,4,62.6,58.0,5.7,5.73,3.58,3393.6358300684983
681,1.04,2,4,5,63.8,57.0,6.43,6.4,4.09,5927.751762270081
682,0.9,3,5,2,61.1,54.0,6.27,6.29,3.84,3231.891751242392
683,0.5,5,1,4,61.6,56.0,5.08,5.14,3.15,999.2860505499001
684,0.4,3,1,8,62.7,60.0,4.64,4.7,2.93,869.829736843451
685,0.35,5,5,4,62.5,57.0,4.5,4.53,2.82,795.547656610219
686,0.73,3,2,6,62.3,58.0,5.75,5.78,3.59,2853.507269583234
687,1.02,3,7,3,63.3,60.0,6.33,6.38,4.02,5420.251984465094
688,0.97,5,3,4,62.9,56.0,6.35,6.31,3.98,4706.755464318577
689,0.38,5,3,3,62.0,54.0,4.66,4.72,2.91,703.9296637334396
690,0.4,5,4,7,60.2,60.0,4.78,4.82,2.89,1260.8185461359449
691,1.5,4,5,5,62.2,60.0,7.3,7.27,4.53,13419.705664109024
692,0.41,4,1,7,62.2,59.0,4.75,4.71,2.94,878.9737325725321
